employee_id,first_name,last_name,gender,pronouns,age,birth_date,department,business_unit,job_level,job_title,location,manager_id,base_salary,bonus_eligible,bonus_pct,equity_grant,equity_pct,employment_type,employment_status,hire_date,termination_date,ethnicity,marital_status,education_level,pay_frequency,veteran_status,disability_status,cost_center,fte,exemption_status,high_potential_flag,succession_plan_status,aihr_certified,training_count,last_training_date,promotion_count,last_promotion_date,snapshot_date,tenure_months,performance_rating,current_salary,engagement_score,risk_of_exit_score
78,Alex,Miller,Male,she/her,36,6/30/1984,Sales,Commercial,2,Manager,"New York, NY",,88671,TRUE,0.122,TRUE,0.0944,Full-time,Active,6/30/2020,,White,Single,Master,Monthly,FALSE,FALSE,CC1003,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,35,2.36,96952,40.78487137,0.625143716
79,Cameron,Rodriguez,Female,he/him,33,9/30/1986,Sales,Commercial,1,Senior Manager,"Seattle, WA",,88166,FALSE,0,TRUE,0.0486,Full-time,Active,9/30/2019,,Black,Single,Master,Monthly,FALSE,FALSE,CC1010,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,44,3.86,97118,85.05127167,0.186660093
80,Jordan,Garcia,Female,he/him,32,2/29/1988,Product,Tech,3,Senior Director,"Seattle, WA",,120193,FALSE,0,TRUE,0.0689,Full-time,Active,2/29/2020,,White,Married,PhD,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,39,3.9,131518,78.22181346,0.194759515
83,Cameron,Rodriguez,Female,she/her,30,9/30/1990,Support,Tech,2,Senior Analyst,"Austin, TX",,73326,FALSE,0,TRUE,0.0652,Full-time,Active,9/30/2020,,White,Single,Bachelor,Monthly,FALSE,TRUE,CC1007,0.8,Exempt,FALSE,Not in plan,FALSE,1,3/30/2021,0,,5/31/2023,32,3.05,77681,64.07833583,0.411510022
86,Jamie,Miller,Female,he/him,30,5/30/1989,Finance,Corporate,3,Analyst,"New York, NY",,91609,FALSE,0,TRUE,0.0787,Full-time,Terminated,5/30/2019,12/30/2023,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1014,1,Exempt,FALSE,Not in plan,FALSE,1,1/30/2020,1,5/31/2023,5/31/2023,48,2.41,98633,50.06679772,0.465761802
88,Cameron,Brown,Male,she/her,26,4/30/1995,Customer Success,Commercial,1,Senior Manager,Remote,,62525,FALSE,0,TRUE,0.0406,Contractor,Active,4/30/2021,,White,Married,Master,Monthly,FALSE,FALSE,CC1010,0.5,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,25,3.66,67685,67.69370483,0.281815508
89,Morgan,Williams,Female,she/her,30,9/30/1989,Product,Tech,1,Analyst,"San Francisco, CA",,110304,FALSE,0,TRUE,0.092,Full-time,Terminated,9/30/2019,7/30/2023,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,1,Non-exempt,FALSE,Not in plan,FALSE,1,3/30/2020,0,,5/31/2023,44,3.61,117863,64.034449,0.288491251
90,Taylor,Miller,Male,he/him,36,5/30/1984,Sales,Commercial,3,Senior Director,"New York, NY",,89821,TRUE,0.121,TRUE,0.0226,Full-time,Active,5/30/2020,,Other,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,1,1/30/2021,1,5/31/2023,5/31/2023,36,1.35,99404,31.43559202,0.677962556
91,Casey,Smith,Male,she/her,37,6/30/1983,Sales,Commercial,4,Analyst,Remote,,114577,TRUE,0.173,TRUE,0.0892,Full-time,Active,6/30/2020,,Hispanic,Married,High School,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,3,4/30/2021,0,,5/31/2023,35,4.03,121859,78.07033785,0.168281289
96,Drew,Jones,Female,he/him,35,12/30/1985,Product,Tech,5,Director,"Seattle, WA",,119943,TRUE,0.055,FALSE,0,Full-time,Active,12/30/2020,,Other,Married,Bachelor,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,29,3.85,125978,76.27042956,0.19617018
97,Morgan,Davis,Female,he/him,36,8/30/1983,Engineering,Tech,3,Manager,Remote,,115705,FALSE,0,TRUE,0.0659,Full-time,Active,8/30/2019,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1001,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,45,2.94,126195,53.25156674,0.462625439
98,Jamie,Jones,Female,he/him,33,6/30/1987,Operations,Corporate,2,Senior Director,"Austin, TX",,61791,FALSE,0,TRUE,0.0283,Full-time,Active,6/30/2020,,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,2,3/30/2021,0,,5/31/2023,35,2.08,65878,47.27843677,0.47919175
99,Casey,Smith,Female,he/him,28,9/30/1992,Sales,Commercial,1,VP,"Seattle, WA",,80282,FALSE,0,TRUE,0.0529,Full-time,Active,9/30/2020,,White,Married,Associate,Monthly,FALSE,FALSE,CC1001,1,Non-exempt,FALSE,Not in plan,FALSE,2,7/30/2021,0,,5/31/2023,32,4.52,89181,96.91200501,0.015004894
100,Cameron,Davis,Male,he/him,42,12/30/1977,Engineering,Tech,1,Director,Remote,,102725,FALSE,0,FALSE,0,Full-time,Terminated,12/30/2019,7/30/2023,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,1,Non-exempt,FALSE,Not in plan,FALSE,2,3/30/2020,0,,5/31/2023,41,1.17,115360,31.11362938,0.700167255
101,Jordan,Garcia,Male,she/her,33,11/30/1987,Engineering,Tech,3,VP,"New York, NY",,100585,FALSE,0,TRUE,0.0363,Full-time,Terminated,11/30/2020,6/30/2023,Black,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,30,4.97,108427,99.43638544,0.024675509
102,Jamie,Davis,Female,he/him,35,12/30/1984,Finance,Corporate,2,Senior Analyst,"Seattle, WA",,95958,FALSE,0,FALSE,0,Full-time,Active,12/30/2019,,White,Single,Master,Monthly,FALSE,FALSE,CC1013,0.8,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,41,2.49,102522,43.7291802,0.573533446
103,Robin,Smith,Female,he/him,40,12/30/1979,Engineering,Tech,3,Analyst,"New York, NY",,107605,FALSE,0,TRUE,0.0938,Full-time,Active,12/30/2019,,Hispanic,Married,Master,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,1,10/30/2020,0,,5/31/2023,41,1.98,121000,41.68513934,0.551841617
104,Drew,Smith,Female,she/her,28,6/30/1991,Sales,Commercial,3,Director,Remote,,93694,FALSE,0,FALSE,0,Full-time,Terminated,6/30/2019,2/29/2024,Black,Single,Master,Monthly,FALSE,TRUE,CC1004,1,Exempt,FALSE,Not in plan,FALSE,1,9/30/2019,0,,5/31/2023,47,5,107299,92.89483652,0.180822497
106,Robin,Smith,Male,she/her,39,4/30/1981,Engineering,Tech,1,Senior Analyst,"San Francisco, CA",,113841,TRUE,0.112,TRUE,0.0464,Full-time,Active,4/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,37,2.26,119641,48.64819675,0.538975146
108,Taylor,Rodriguez,Female,she/her,29,9/30/1991,HR,Corporate,2,Analyst,"New York, NY",,74679,FALSE,0,TRUE,0.068,Full-time,Active,9/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,2,8/30/2021,0,,5/31/2023,32,4.79,78022,93.9432013,0.042466994
109,Alex,Smith,Female,he/him,36,6/30/1984,Engineering,Tech,2,Senior Analyst,"San Francisco, CA",,140940,TRUE,0.145,TRUE,0.0221,Contractor,Active,6/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1005,0.5,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,35,2.98,146121,60.6608692,0.409291031
111,Casey,Smith,Male,she/her,36,9/30/1984,Product,Tech,3,Senior Manager,Remote,,121601,TRUE,0.145,TRUE,0.039,Full-time,Active,9/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1012,1,Exempt,FALSE,Not in plan,FALSE,3,4/30/2021,0,,5/31/2023,32,1.42,127936,30.44267678,0.691409243
112,Taylor,Brown,Male,he/him,33,12/30/1986,Sales,Commercial,2,Director,"New York, NY",,83949,TRUE,0.104,TRUE,0.0316,Full-time,Active,12/30/2019,,White,Single,Bachelor,Monthly,FALSE,TRUE,CC1000,1,Exempt,FALSE,Not in plan,FALSE,2,3/30/2020,0,,5/31/2023,41,1.79,93831,35.84351285,0.662159173
113,Taylor,Wilson,Female,he/him,40,8/30/1979,Product,Tech,2,Senior Director,"Seattle, WA",,108325,FALSE,0,TRUE,0.0284,Full-time,Active,8/30/2019,,Black,Single,Master,Monthly,FALSE,FALSE,CC1003,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,45,2.66,121470,51.78696543,0.533334089
114,Casey,Johnson,Female,he/him,34,9/30/1986,Marketing,Commercial,1,Senior Manager,"Austin, TX",,90483,TRUE,0.069,TRUE,0.01,Full-time,Active,9/30/2020,,White,Single,PhD,Monthly,FALSE,FALSE,CC1019,1,Non-exempt,TRUE,In plan,FALSE,1,1/30/2021,0,,5/31/2023,32,4.37,99109,82.7518001,0.171335264
116,Casey,Rodriguez,Male,she/her,38,1/30/1982,Engineering,Tech,4,VP,Remote,,131521,FALSE,0,TRUE,0.0516,Contractor,Active,1/30/2020,,White,Married,Master,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,3,8/30/2020,0,,5/31/2023,40,2.61,141298,53.35788014,0.420232315
117,Alex,Williams,Female,she/her,39,4/30/1982,Engineering,Tech,3,Manager,"San Francisco, CA",,117356,FALSE,0,FALSE,0,Full-time,Terminated,4/30/2021,1/30/2025,Black,Married,Master,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,25,2.75,125177,56.89980845,0.428442108
119,Jordan,Rodriguez,Female,he/him,32,4/30/1989,Support,Tech,2,Senior Director,"Seattle, WA",,61436,FALSE,0,TRUE,0.0807,Full-time,Terminated,4/30/2021,1/30/2025,Other,Single,Master,Monthly,FALSE,TRUE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,1,2/28/2022,0,,5/31/2023,25,4.17,66445,78.25148337,0.213607768
120,Robin,Smith,Male,he/him,28,9/30/1991,Marketing,Commercial,1,Senior Manager,"Austin, TX",,74697,FALSE,0,TRUE,0.0636,Full-time,Active,9/30/2019,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1002,1,Non-exempt,FALSE,Not in plan,TRUE,1,7/30/2020,0,,5/31/2023,44,2.66,82236,54.50850887,0.427891832
122,Riley,Smith,Female,she/her,39,11/30/1981,Engineering,Tech,3,VP,"New York, NY",,116126,FALSE,0,TRUE,0.0108,Full-time,Terminated,11/30/2020,8/30/2023,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1016,0.8,Exempt,TRUE,In plan,FALSE,0,,0,,5/31/2023,30,4.56,122765,81.79439321,0.131894323
124,Robin,Davis,Male,he/him,36,6/30/1984,Customer Success,Commercial,2,Director,Remote,,75050,FALSE,0,FALSE,0,Full-time,Active,6/30/2020,,White,Single,Master,Monthly,FALSE,FALSE,CC1010,1,Exempt,FALSE,Not in plan,FALSE,1,2/28/2021,0,,5/31/2023,35,3.78,81806,73.33064376,0.335579238
125,Alex,Davis,Female,he/him,39,1/30/1982,Engineering,Tech,2,Analyst,"San Francisco, CA",,118096,FALSE,0,FALSE,0,Full-time,Active,1/30/2021,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,2,8/30/2021,0,,5/31/2023,28,2.82,124428,65.16398798,0.345001954
127,Alex,Davis,Male,she/her,34,6/30/1985,Engineering,Tech,1,Analyst,"Austin, TX",,140935,FALSE,0,FALSE,0,Full-time,Active,6/30/2019,,White,Married,Associate,Monthly,FALSE,FALSE,CC1006,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,47,4.2,164880,84.15362502,0.214820265
129,Jamie,Jones,Female,she/her,36,12/30/1983,Sales,Commercial,3,Manager,"Seattle, WA",,97774,TRUE,0.051,TRUE,0.0582,Full-time,Active,12/30/2019,,White,Married,Bachelor,Monthly,FALSE,FALSE,CC1013,1,Exempt,FALSE,Not in plan,FALSE,1,9/30/2020,0,,5/31/2023,41,2.54,113688,54.76356384,0.454525492
130,Jordan,Williams,Male,he/him,33,9/30/1987,Engineering,Tech,3,VP,"San Francisco, CA",,112941,FALSE,0,TRUE,0.0438,Full-time,Active,9/30/2020,,Asian,Widowed,Bachelor,Monthly,FALSE,FALSE,CC1013,1,Exempt,TRUE,In plan,FALSE,1,7/30/2021,0,,5/31/2023,32,1.44,118013,28.99877936,0.710538465
131,Jordan,Smith,Male,she/her,34,6/30/1986,Sales,Commercial,2,Director,"New York, NY",,84788,TRUE,0.164,TRUE,0.0287,Full-time,Active,6/30/2020,,Asian,Married,Bachelor,Monthly,FALSE,FALSE,CC1015,0.8,Exempt,FALSE,Not in plan,FALSE,2,4/30/2021,0,,5/31/2023,35,2.96,89935,55.17526915,0.408724947
133,Jamie,Miller,Male,she/her,32,1/30/1989,Operations,Corporate,3,Senior Analyst,"Seattle, WA",,79158,FALSE,0,TRUE,0.0128,Full-time,Active,1/30/2021,,Hispanic,Married,Bachelor,Monthly,FALSE,TRUE,CC1017,0.8,Exempt,FALSE,Not in plan,FALSE,2,7/30/2021,0,,5/31/2023,28,3.94,85073,86.94562076,0.109773767
134,Jordan,Garcia,Male,she/her,39,11/30/1980,Product,Tech,5,Manager,"Austin, TX",,116737,TRUE,0.098,FALSE,0,Part-time,Active,11/30/2019,,White,Married,High School,Monthly,FALSE,FALSE,CC1005,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,42,4,131542,83.88665139,0.19153994
135,Drew,Williams,Female,he/him,22,6/30/1997,Engineering,Tech,2,Manager,"Austin, TX",,102299,FALSE,0,TRUE,0.0306,Full-time,Terminated,6/30/2019,2/28/2025,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1018,1,Exempt,FALSE,Not in plan,FALSE,2,5/30/2020,0,,5/31/2023,47,3.3,113114,69.2104556,0.308102288
136,Jamie,Miller,Male,she/her,34,11/30/1985,HR,Corporate,2,Analyst,"San Francisco, CA",,65424,FALSE,0,TRUE,0.0829,Full-time,Terminated,11/30/2019,5/30/2024,Black,Single,Bachelor,Monthly,FALSE,FALSE,CC1017,1,Exempt,FALSE,Not in plan,FALSE,4,7/30/2020,0,,5/31/2023,42,3.56,71186,72.82261122,0.300957114
138,Casey,Jones,Female,she/her,33,10/30/1986,Product,Tech,1,Senior Manager,"New York, NY",,115002,FALSE,0,TRUE,0.0702,Part-time,Active,10/30/2019,,Asian,Married,Master,Monthly,FALSE,FALSE,CC1019,1,Non-exempt,FALSE,Not in plan,FALSE,1,3/30/2020,0,,5/31/2023,43,2,131840,40.98979292,0.592046212
139,Cameron,Garcia,Male,he/him,37,9/30/1983,Engineering,Tech,1,Senior Analyst,"New York, NY",,105384,FALSE,0,TRUE,0.0156,Full-time,Terminated,9/30/2020,4/30/2024,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1001,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,32,1,109596,16.4772684,0.858691997
140,Drew,Garcia,Male,he/him,32,11/30/1988,Operations,Corporate,1,VP,"San Francisco, CA",,77250,FALSE,0,TRUE,0.0753,Full-time,Active,11/30/2020,,White,Married,Master,Monthly,FALSE,FALSE,CC1006,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,30,2.74,83590,51.86648326,0.498733194
142,Cameron,Jones,Male,he/him,37,11/30/1983,Sales,Commercial,4,VP,"Austin, TX",,86126,TRUE,0.106,TRUE,0.0431,Full-time,Active,11/30/2020,,White,Married,Master,Monthly,FALSE,FALSE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,2,9/30/2021,0,,5/31/2023,30,2.94,95023,57.78736011,0.429262492
147,Robin,Johnson,Male,he/him,24,4/30/1996,Engineering,Tech,1,Manager,"Seattle, WA",,130245,TRUE,0.051,TRUE,0.0697,Full-time,Active,4/30/2020,,Asian,Married,Master,Monthly,FALSE,FALSE,CC1015,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,37,3.26,142542,57.22063807,0.435434957
148,Alex,Brown,Male,she/her,22,9/30/1997,Marketing,Commercial,1,Senior Manager,"Seattle, WA",,82160,FALSE,0,TRUE,0.0451,Full-time,Active,9/30/2019,,Hispanic,Single,High School,Monthly,FALSE,FALSE,CC1002,1,Non-exempt,FALSE,Not in plan,FALSE,1,10/30/2019,0,,5/31/2023,44,4.86,89863,100,0.012093388
149,Jamie,Jones,Male,he/him,28,9/30/1992,Finance,Corporate,1,Manager,"Austin, TX",,82888,FALSE,0,TRUE,0.0693,Full-time,Active,9/30/2020,,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,32,5,89940,99.15147984,0
150,Robin,Smith,Male,he/him,24,9/30/1995,Finance,Corporate,1,Director,"Seattle, WA",,90552,TRUE,0.184,TRUE,0.0242,Full-time,Active,9/30/2019,,White,Single,Master,Monthly,FALSE,FALSE,CC1002,1,Non-exempt,FALSE,Not in plan,FALSE,1,10/30/2019,0,,5/31/2023,44,1.85,105368,33.32148635,0.643058043
151,Cameron,Williams,Male,she/her,33,8/30/1986,Finance,Corporate,4,Senior Analyst,"Austin, TX",,78549,TRUE,0.148,FALSE,0,Full-time,Active,8/30/2019,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1010,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,45,2.65,86389,50.65920294,0.51288794
152,Drew,Garcia,Male,he/him,45,2/28/1976,Marketing,Commercial,2,Director,"San Francisco, CA",,77146,FALSE,0,TRUE,0.0241,Full-time,Terminated,2/28/2021,12/28/2023,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1007,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,27,4.11,80380,79.92135376,0.193651116
153,Jamie,Garcia,Male,he/him,25,9/30/1995,Engineering,Tech,1,Senior Analyst,"Seattle, WA",,108192,FALSE,0,TRUE,0.0842,Full-time,Terminated,9/30/2020,10/30/2023,White,Married,Master,Monthly,FALSE,FALSE,CC1005,1,Non-exempt,FALSE,Not in plan,FALSE,1,1/30/2021,0,,5/31/2023,32,4.55,113913,90.86785456,0.048571101
154,Cameron,Williams,Female,she/her,26,11/30/1994,Engineering,Tech,1,Senior Director,Remote,,134318,FALSE,0,TRUE,0.0444,Full-time,Terminated,11/30/2020,6/30/2023,White,Married,PhD,Monthly,FALSE,FALSE,CC1017,1,Non-exempt,FALSE,Not in plan,FALSE,1,3/30/2021,0,,5/31/2023,30,2.84,138584,57.66851212,0.37568245
155,Robin,Johnson,Male,he/him,36,6/30/1983,Engineering,Tech,1,VP,Remote,,123017,TRUE,0.074,TRUE,0.0169,Full-time,Active,6/30/2019,,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1001,0.5,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,47,4.21,133589,80.60267106,0.188940047
158,Riley,Brown,Female,he/him,30,1/30/1991,Engineering,Tech,2,Analyst,"San Francisco, CA",,102862,FALSE,0,TRUE,0.0141,Full-time,Active,1/30/2021,,White,Single,High School,Monthly,FALSE,TRUE,CC1008,1,Exempt,FALSE,Not in plan,FALSE,2,4/30/2021,0,,5/31/2023,28,1.9,106778,31.00737513,0.666464015
159,Jordan,Brown,Male,she/her,34,8/30/1985,Finance,Corporate,1,VP,"Seattle, WA",,102881,FALSE,0,TRUE,0.0802,Full-time,Active,8/30/2019,,White,Single,Master,Monthly,FALSE,FALSE,CC1009,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,45,3.45,116326,71.22878282,0.354800062
160,Cameron,Johnson,Female,she/her,42,6/30/1978,Finance,Corporate,2,Senior Analyst,"Austin, TX",,74986,FALSE,0,TRUE,0.0792,Full-time,Active,6/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1004,1,Exempt,FALSE,Not in plan,FALSE,1,8/30/2020,0,,5/31/2023,35,2.85,80352,47.13487981,0.537320095
161,Cameron,Rodriguez,Male,he/him,32,3/30/1989,Engineering,Tech,2,Analyst,"Seattle, WA",,116139,FALSE,0,TRUE,0.067,Full-time,Active,3/30/2021,,Asian,Married,Bachelor,Monthly,FALSE,TRUE,CC1009,1,Exempt,FALSE,Not in plan,FALSE,2,9/30/2021,0,,5/31/2023,26,3.38,124208,66.45904601,0.300010434
162,Casey,Miller,Female,she/her,34,1/30/1987,HR,Corporate,2,Senior Analyst,"Austin, TX",,76143,FALSE,0,TRUE,0.0174,Contractor,Active,1/30/2021,,Asian,Single,Bachelor,Monthly,FALSE,FALSE,CC1016,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,28,2.28,79495,44.54138531,0.558871754
163,Alex,Rodriguez,Male,she/her,38,5/30/1982,Finance,Corporate,1,Senior Director,"San Francisco, CA",,82325,TRUE,0.157,TRUE,0.0329,Full-time,Terminated,5/30/2020,1/30/2025,White,Married,PhD,Monthly,FALSE,FALSE,CC1005,0.8,Non-exempt,FALSE,Not in plan,FALSE,1,1/30/2021,0,,5/31/2023,36,4.75,95954,98.70208332,0
164,Alex,Brown,Male,he/him,28,6/30/1991,Engineering,Tech,3,Manager,Remote,,117793,FALSE,0,TRUE,0.0462,Full-time,Active,6/30/2019,,White,Single,Associate,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,2,5/30/2020,0,,5/31/2023,47,2.44,130747,51.27364427,0.517854142
165,Robin,Miller,Male,she/her,29,4/30/1991,Engineering,Tech,2,Senior Analyst,"San Francisco, CA",,128450,FALSE,0,TRUE,0.0587,Full-time,Active,4/30/2020,,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1009,0.8,Exempt,TRUE,In plan,FALSE,1,10/30/2020,0,,5/31/2023,37,4.42,135913,85.10940189,0.201739924
167,Casey,Williams,Female,ze/zir,22,4/30/1999,Sales,Commercial,1,Analyst,"Austin, TX",,83826,TRUE,0.149,TRUE,0.0683,Full-time,Terminated,4/30/2021,1/30/2024,White,Divorced,Bachelor,Monthly,FALSE,FALSE,CC1009,1,Non-exempt,FALSE,Not in plan,FALSE,1,9/30/2021,0,,5/31/2023,25,1.89,88028,35.49528857,0.606686757
169,Jordan,Brown,Female,he/him,37,6/30/1983,Engineering,Tech,2,Director,"Austin, TX",,110237,FALSE,0,TRUE,0.0906,Full-time,Terminated,6/30/2020,7/30/2024,White,Married,Bachelor,Monthly,FALSE,TRUE,CC1000,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,35,3.55,117813,76.48973445,0.28859798
170,Riley,Johnson,Female,she/her,24,5/30/1996,Sales,Commercial,1,Senior Analyst,"Austin, TX",,85210,TRUE,0.09,TRUE,0.0161,Full-time,Active,5/30/2020,,White,Married,Bachelor,Monthly,TRUE,FALSE,CC1013,1,Non-exempt,FALSE,Not in plan,TRUE,1,11/30/2020,0,,5/31/2023,36,2.88,96963,57.26895259,0.418104747
171,Jamie,Jones,Female,she/her,38,12/30/1982,Engineering,Tech,2,VP,"San Francisco, CA",,106307,FALSE,0,TRUE,0.0638,Full-time,Terminated,12/30/2020,11/30/2023,White,Divorced,Master,Monthly,FALSE,FALSE,CC1014,1,Exempt,TRUE,In plan,FALSE,1,9/30/2021,0,,5/31/2023,29,1.8,113500,38.77331577,0.639012682
173,Cameron,Rodriguez,Male,he/him,26,10/30/1993,Engineering,Tech,4,Senior Director,"Seattle, WA",,113817,FALSE,0,TRUE,0.0313,Full-time,Active,10/30/2019,,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,2,4/30/2020,0,,5/31/2023,43,1.79,131789,31.49585508,0.690483586
174,Cameron,Rodriguez,Female,she/her,32,4/30/1988,Engineering,Tech,3,Senior Manager,"Austin, TX",,120474,FALSE,0,FALSE,0,Full-time,Active,4/30/2020,,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1015,1,Exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,37,4.67,131097,90.71389458,0.067346362
175,Taylor,Garcia,Male,she/her,43,1/30/1977,Marketing,Commercial,2,Senior Director,Remote,,70650,FALSE,0,TRUE,0.069,Full-time,Active,1/30/2020,,Asian,Single,Associate,Monthly,FALSE,FALSE,CC1006,0.8,Exempt,FALSE,Not in plan,FALSE,2,11/30/2020,0,,5/31/2023,40,1.49,78755,18.3875167,0.807344221
176,Alex,Davis,Male,she/her,35,9/30/1985,Engineering,Tech,1,Analyst,"Austin, TX",,115567,TRUE,0.16,TRUE,0.0626,Contractor,Active,9/30/2020,,Hispanic,Married,Associate,Monthly,FALSE,FALSE,CC1012,1,Non-exempt,FALSE,Not in plan,FALSE,1,11/30/2020,0,,5/31/2023,32,2.5,125433,56.20829115,0.496661873
177,Jordan,Williams,Female,she/her,26,1/30/1994,Sales,Commercial,1,Senior Manager,"Seattle, WA",,82243,TRUE,0.115,TRUE,0.0631,Full-time,Terminated,1/30/2020,8/30/2024,White,Single,Bachelor,Monthly,FALSE,FALSE,CC1017,1,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,40,4.14,90994,80.23071484,0.240847044
178,Robin,Rodriguez,Male,he/him,38,9/30/1982,Customer Success,Commercial,2,VP,"Seattle, WA",,56498,FALSE,0,FALSE,0,Contractor,Active,9/30/2020,,White,Single,Master,Monthly,FALSE,FALSE,CC1008,1,Exempt,TRUE,In plan,FALSE,0,,0,,5/31/2023,32,3.24,62414,65.37167352,0.34057158
181,Jamie,Wilson,Female,he/him,36,4/30/1984,HR,Corporate,1,Analyst,"Seattle, WA",,76063,FALSE,0,TRUE,0.0375,Full-time,Terminated,4/30/2020,10/30/2023,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1006,0.8,Non-exempt,FALSE,Not in plan,FALSE,0,,0,,5/31/2023,37,1.65,80773,36.75381106,0.593800853
182,Robin,Smith,Female,he/him,42,10/30/1978,Finance,Corporate,1,VP,"Seattle, WA",,97636,FALSE,0,FALSE,0,Full-time,Active,10/30/2020,,Hispanic,Married,Bachelor,Monthly,FALSE,FALSE,CC1008,1,Non-exempt,FALSE,Not in plan,FALSE,3,11/30/2020,0,,5/31/2023,31,4.66,105973,90.89340145,0.108509926
183,Casey,Davis,Female,he/him,30,5/30/1989,Sales,Commercial,4,VP,"New York, NY",,88124,TRUE,0.191,TRUE,0.0798,Full-time,Active,5/30/2019,,Hispanic,Single,Bachelor,Monthly,FALSE,FALSE,CC1011,1,Exempt,FALSE,Not in plan,FALSE,1,2/29/2020,1,5/31/2023,5/31/2023,48,4.66,93728,93.84467775,0.044419993
184,Cameron,Miller,Male,he/him,34,11/30/1986,Marketing,Commercial,2,Senior Director,"San Francisco, CA",,88735,FALSE,0,TRUE,0.0477,Full-time,Active,11/30/2020,,Black,Married,Bachelor,Monthly,FALSE,FALSE,CC1006,0.8,Exempt,FALSE,Not in plan,TRUE,1,8/30/2021,0,,5/31/2023,30,2.64,95104,48.30392994,0.502658264
